"SpID"	"SpeciesID"	"Description"	"LightTrap"	"Drift"	"Benthic"	"Sticky"	"Malaise"	"Pitfall"	"FishGut"	"Fish"	"RegressionA"	"RegressionB"	"Kingdom"	"Phylum"	"Class"	"Order"	"Suborder"	"Superfamily"	"Family"	"Subfamily"	"Genus"	"Species"	"Habitat"	"Stage"	"FFG"	"Notes"
509	"GAMM"	"Amphipoda: Gammaridae: Gammarus lacustris (Adult)"	0	1	1	0	0	0	1	0	0.00845	2.87	"Animalia"	"Arthropoda"	"Malacostraca"	"Amphipoda"	"Gammaridea"	"Gammaroidea"	"Gammaridae"	"Gammarinae"	"Gammarus"	"lacustris"	"Aquatic"	"Adult"	""	"Length-mass regression values from Benke et al. 1999, Appendix 1, average of G. minus and G. pseudolimnaeus."
510	"HOPP"	"Hemiptera: Auchenorrhyncha (Suborder) (Adult)"	1	1	0	1	1	1	1	0	3.07	-4.78	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Auchenorrhyncha"	""	""	""	""	""	"Terrestrial"	"Adult"	""	"Length-mass regression values from Sample et al. 1993, Table 1, for Hemiptera."
511	"HYDS"	"Coleoptera: Hydrophilidae (Adult)"	1	0	0	0	0	0	0	0	0.04	2.64	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Polyphaga"	"Hydrophiloidea"	"Hydrophilidae"	""	""	""	"Aquatic"	"Adult"	"Generalist"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Coleoptera."
513	"NOTE"	"Coleoptera: Noteridae (Adult)"	1	0	0	0	0	0	0	0	0.04	2.64	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Adephaga"	"Dytiscoidea"	"Noteridae"	""	""	""	"Aquatic"	"Adult"	"Predator"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Coleoptera."
514	"OEHI"	"Trichoptera: Leptoceridae: Oecetis houghtoni (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Leptoceroidea"	"Leptoceridae"	"Leptocerinae"	"Oecetis"	"houghtoni"	"Aquatic"	"Adult"	"Predator"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera."
515	"LIPR"	"Trichoptera: Limnephilidae: Limnephilus productus (Adult)"	1	0	0	0	0	0	0	0	NA	NA	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Limnephilidae"	"Limnephilinae"	"Limnephilus"	"productus"	"Aquatic"	"Adult"	"Shredder"	""
516	"OESO"	"Trichoptera: Leptoceridae: Oecetis sordida (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Leptoceroidea"	"Leptoceridae"	"Leptocerinae"	"Oecetis"	"sordida"	"Aquatic"	"Adult"	"Predator"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera."
517	"OEIN"	"Trichoptera: Leptoceridae: Oecetis inconspicua (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Leptoceroidea"	"Leptoceridae"	"Leptocerinae"	"Oecetis"	"inconspicua"	"Aquatic"	"Adult"	"Predator"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera."
518	"CIAE"	"Insecta"	1	0	0	0	0	0	0	0	NA	NA	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""	""	""	""	""	""	""	""
519	"HYPH"	"Insecta"	1	0	0	0	0	0	0	0	NA	NA	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""	""	""	""	""	""	""	""
521	"HYDP"	"Insecta"	0	1	0	0	0	0	0	0	NA	NA	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""	""	""	""	""	""	""	""
523	"ASIL"	"Insecta"	1	0	0	0	0	0	0	0	NA	NA	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""	""	""	""	""	""	""	""
528	""	"Insecta"	0	0	0	0	0	0	0	0	NA	NA	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""	""	""	""	""	""	""	""
